epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,449.173,0.67924,0.654,1.28536,0.7711,0.3774,0.43889,0.31225,1.92342,3.12308,1.48377,9.4613e-05,9.4613e-05,9.4613e-05
89,454.798,0.97419,0.68072,1.45013,0.7711,0.3774,0.43889,0.31225,1.92342,3.12308,1.48377,9.55968e-05,9.55968e-05,9.55968e-05
90,460.445,0.48743,0.46882,0.90683,0.7711,0.3774,0.43889,0.31225,1.92342,3.12308,1.48377,9.65783e-05,9.65783e-05,9.65783e-05
91,466.089,0.62673,0.7651,1.11548,0.7711,0.3774,0.43889,0.31225,1.92342,3.12308,1.48377,9.75574e-05,9.75574e-05,9.75574e-05
92,471.68,0.46506,0.43288,1.06274,0.7847,0.20065,0.44163,0.31229,1.91502,3.22264,1.49532,9.85342e-05,9.85342e-05,9.85342e-05
93,477.484,0.69178,0.67692,1.1297,0.7847,0.20065,0.44163,0.31229,1.91502,3.22264,1.49532,9.95086e-05,9.95086e-05,9.95086e-05
94,483.566,0.65974,0.61013,1.24729,0.7847,0.20065,0.44163,0.31229,1.91502,3.22264,1.49532,0.000100481,0.000100481,0.000100481
95,490.084,0.51546,0.5658,1.03575,0.7847,0.20065,0.44163,0.31229,1.91502,3.22264,1.49532,0.00010145,0.00010145,0.00010145
96,496.851,0.46437,0.46378,0.95126,0.78659,0.1995,0.44214,0.30897,1.91016,3.3207,1.50618,0.000102418,0.000102418,0.000102418
97,502.931,0.57426,0.47399,1.00805,0.78659,0.1995,0.44214,0.30897,1.91016,3.3207,1.50618,0.000103383,0.000103383,0.000103383
98,509.184,0.55309,0.47994,1.03548,0.78659,0.1995,0.44214,0.30897,1.91016,3.3207,1.50618,0.000104345,0.000104345,0.000104345
99,515.278,0.61432,0.52548,1.18597,0.78659,0.1995,0.44214,0.30897,1.91016,3.3207,1.50618,0.000105306,0.000105306,0.000105306
100,520.983,0.57712,0.49794,0.92603,0.14444,0.45,0.43733,0.31393,1.89011,3.38407,1.49445,0.000106263,0.000106263,0.000106263
101,527.213,0.65048,0.62189,1.13144,0.14444,0.45,0.43733,0.31393,1.89011,3.38407,1.49445,0.000107219,0.000107219,0.000107219
